ad_set,day,hour,spend,impressions,clicks,purchases,leads,day_num,revenue,cpl,ctr,cpm,success,spend_cumm,purchases_cumm,revenue_cumm,leads_cumm,impressions_cumm,clicks_cumm,cpl_cumm,cpm_cumm,ctr_cumm,cpl_sub,ctr_sub,cpm_sub,roas_sub,spend_incr,purchases_incr,spend_cumm_incr,purchases_cumm_incr,roas_sub_incr,cpl_sub_incr,cpm_sub_incr,ctr_sub_incr
asdlmadks-11sd-adsdassa,2023-11-05,1.0,1.8,684.0,5.0,0.0,3.0,3.0,0.0,0.6,0.007309941520467836,2.631578947368421,0,39.04999999,0.0,0.0,26.0,15427.0,104.0,13.304984979999999,120.71661448958054,0.3365731573350964,1.5019230765384617,0.006741427367602255,2.531276333052441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
